Run,Terminal Iteration
0,11
1,8
2,10
3,5
4,6
5,11
6,9
7,12
8,4
9,6
Run,Terminal Iteration
0,11
1,8
2,10
3,5
4,6
5,11
6,9
7,12
8,4
9,6
