PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,37,23,31,33,30,31,30,33,27,27
1,0.0,16,25,23,21,18,22,22,22,17,19
2,0.0,18,16,15,13,16,17,19,12,19,17
3,0.0,10,15,13,15,16,5,9,11,15,12
4,0.0,5,7,6,4,4,7,5,6,4,5
5,0.0,3,2,3,2,5,3,4,3,5,7
6,0.0,2,5,3,4,3,5,3,3,5,2
7,0.0,6,2,4,1,2,3,4,5,2,4
8,NaN,0,0,1,2,2,2,2,1,0,4
9,0.0,1,2,1,2,2,1,0,3,1,0
10,0.0,1,2,0,1,0,1,0,1,1,2
11,NaN,0,0,0,0,1,1,0,0,1,0
12,0.0,1,1,0,1,0,1,1,0,2,1
13,NaN,0,0,0,1,1,1,1,0,1,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
