PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,22,27,20,23,28,23,25,28,13,22
1,0.0,16,18,17,15,19,9,18,10,21,15
2,0.0,11,14,15,16,11,15,13,16,22,12
3,0.0,16,14,6,17,10,14,10,14,15,10
4,0.0,8,8,10,4,7,11,7,13,6,8
5,0.0,12,4,8,4,2,5,9,4,5,9
6,0.0,2,5,3,2,5,6,7,4,2,7
7,0.0,3,3,3,4,2,3,4,2,1,5
8,0.0,2,1,4,4,1,3,0,3,1,4
9,0.0,2,2,2,2,6,3,2,2,4,2
10,0.0,1,1,1,4,1,1,1,0,7,2
11,0.0,1,1,5,1,2,3,2,4,3,2
12,0.0,4,1,1,3,4,2,1,0,0,0
13,NaN,0,1,2,1,2,2,1,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,3,0,0,0,0,0,0,2
