PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,48,38,40,42,44,47,39,45,36,38
1,0.0,20,25,24,23,25,18,24,20,21,20
2,0.0,8,13,14,13,12,20,20,14,28,15
3,0.0,11,8,8,11,8,3,10,9,10,10
4,0.0,4,4,4,6,3,6,2,3,2,4
5,0.0,2,1,6,1,1,4,1,5,2,5
6,0.0,3,4,3,2,2,1,2,1,0,4
7,0.0,2,3,0,1,3,0,2,1,1,2
8,0.0,2,0,1,1,2,1,0,2,0,1
9,NaN,0,3,0,0,0,0,0,0,0,0
10,NaN,0,1,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,1
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
