PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,10,12,7,8,10,7,10,12,7
1,0.0,12,9,13,15,12,8,13,11,12,9
2,0.0,9,5,10,5,12,9,12,11,7,15
3,0.0,7,9,14,6,4,11,12,4,9,13
4,0.0,8,2,4,5,6,4,3,5,4,4
5,0.0,6,3,7,7,7,6,6,8,6,5
6,0.0,3,6,7,5,4,7,5,2,6,7
7,0.0,7,7,5,7,2,5,4,3,2,8
8,0.0,5,9,6,5,8,3,5,6,7,2
9,0.0,10,8,2,10,8,5,6,8,6,6
10,0.0,3,6,2,6,5,5,6,5,6,3
11,0.0,5,4,4,2,7,6,7,8,5,2
12,0.0,4,8,6,8,7,6,6,6,6,6
13,0.0,7,8,4,7,5,7,3,8,5,5
14,0.0,3,2,2,4,3,4,2,1,3,4
15,0.0,2,4,2,1,2,4,3,4,4,4
