PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,7,8,10,9,9,8,11,7,5
1,0.0,9,9,9,11,13,10,8,6,8,8
2,0.0,10,6,7,8,11,9,9,8,10,7
3,0.0,8,9,10,4,7,9,8,11,12,12
4,0.0,7,3,6,4,3,3,7,2,3,4
5,0.0,6,5,7,8,4,5,7,4,4,9
6,0.0,6,2,7,3,3,7,4,9,4,5
7,0.0,5,7,12,10,3,4,5,5,7,7
8,0.0,5,13,3,6,6,5,6,9,5,6
9,0.0,4,7,5,7,11,7,5,9,5,4
10,0.0,3,5,3,4,4,2,3,7,8,4
11,0.0,6,4,5,2,6,7,4,8,6,4
12,0.0,4,9,7,6,8,4,7,5,5,5
13,0.0,9,6,4,6,5,10,10,5,7,9
14,0.0,4,2,5,7,1,3,3,0,5,6
15,0.0,3,6,2,4,6,6,6,1,4,5
