PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,16,10,11,15,9,18,12,14,9,10
1,0.0,11,18,13,15,15,10,11,11,11,11
2,0.0,7,6,9,6,11,8,6,9,11,13
3,0.0,10,12,8,6,5,8,10,8,11,10
4,0.0,3,3,5,4,3,5,5,4,4,5
5,0.0,4,3,10,6,7,5,3,4,4,7
6,0.0,4,7,8,6,7,6,6,5,6,5
7,0.0,6,4,6,7,4,5,7,4,5,5
8,0.0,5,7,5,4,9,3,7,7,5,4
9,0.0,4,4,8,5,7,5,4,9,4,5
10,0.0,4,7,4,2,5,5,6,6,4,5
11,0.0,5,3,3,2,3,6,6,5,3,5
12,0.0,8,6,3,7,7,3,8,7,4,4
13,0.0,6,5,4,8,4,6,4,5,8,5
14,0.0,3,3,2,6,0,4,2,0,4,3
15,0.0,4,2,1,1,4,3,3,2,7,3
