PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,38,43,42,40,44,42,48,46,49,43
1,0.0,16,19,20,19,20,15,19,16,18,19
2,0.0,16,14,15,16,15,14,10,16,14,17
3,0.0,12,11,9,7,9,9,6,11,7,7
4,0.0,9,5,5,3,3,5,5,4,5,4
5,0.0,3,4,5,6,5,5,5,1,1,4
6,0.0,2,1,1,6,2,4,3,4,2,3
7,0.0,1,1,2,0,0,2,1,1,2,1
8,NaN,0,1,0,1,0,1,1,0,0,1
9,0.0,2,0,0,0,1,1,0,0,1,0
10,NaN,0,0,1,1,0,0,1,0,0,1
11,NaN,0,1,0,0,0,0,1,1,0,0
12,0.0,1,0,0,1,1,2,0,0,1,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
